NumberOfClasses,NumberOfTestClasses,NumberOfUnitTestCases,NumberOfComponents,AmbiguityGroups,Entropy_OCHIAI,InformationGain,Rho,ProjectID,ConfigurationID
0,0,0,0,0.0,-0.0,NaN,NaN,null,null
