NumberOfClasses,NumberOfTestClasses,NumberOfUnitTestCases,NumberOfComponents,AmbiguityGroups,Entropy_OCHIAI,InformationGain,Rho,ProjectID,ConfigurationID
23,2,3,1191,280.44752308984056,-0.0,0.61752582657425,0.15309263923873495,null,null
