NumberOfClasses,NumberOfTestClasses,NumberOfUnitTestCases,NumberOfComponents,AmbiguityGroups,Entropy_OCHIAI,InformationGain,Rho,ProjectID,ConfigurationID
1,1,4,8,0.5,-0.0,0.8112781244591328,0.25,null,null
